Reporting level,Province,Indicator,Metric,Data year,Unit of measurement,Indicator result
Regional,Manitoba,Hip Replacement,Volume,2019,Number of cases,n/a
Regional,Manitoba,Hip Replacement,% Meeting Benchmark,2019,Proportion,63
Regional,Manitoba,Hip Replacement,50th Percentile,2019,Days,145
Regional,Manitoba,Hip Replacement,90th Percentile,2019,Days,329
Regional,Manitoba,Hip Replacement,Volume,2019,Number of cases,662
Provincial,Manitoba,Knee Replacement,% Meeting Benchmark,2019,Proportion,46
Provincial,Manitoba,Knee Replacement,50th Percentile,2019,Days,203
Provincial,Manitoba,Knee Replacement,90th Percentile,2019,Days,418
Provincial,Manitoba,Knee Replacement,Volume,2019,Number of cases,1372
Regional,Manitoba,Knee Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,Manitoba,Knee Replacement,50th Percentile,2019,Days,n/a
Regional,Manitoba,Knee Replacement,90th Percentile,2019,Days,n/a
Regional,Manitoba,Knee Replacement,Volume,2019,Number of cases,n/a
Regional,Manitoba,Knee Replacement,% Meeting Benchmark,2019,Proportion,4
Regional,Manitoba,Knee Replacement,50th Percentile,2019,Days,405
Regional,Manitoba,Knee Replacement,90th Percentile,2019,Days,727
Regional,Manitoba,Knee Replacement,Volume,2019,Number of cases,141
Regional,Manitoba,Knee Replacement,% Meeting Benchmark,2019,Proportion,29
Regional,Manitoba,Knee Replacement,50th Percentile,2019,Days,354
Regional,Manitoba,Knee Replacement,90th Percentile,2019,Days,456
Regional,Manitoba,Knee Replacement,Volume,2019,Number of cases,200
Regional,Manitoba,Knee Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,Manitoba,Knee Replacement,50th Percentile,2019,Days,n/a
Regional,Manitoba,Knee Replacement,90th Percentile,2019,Days,n/a
Regional,Manitoba,Knee Replacement,Volume,2019,Number of cases,n/a
Regional,Manitoba,Knee Replacement,% Meeting Benchmark,2019,Proportion,55
Regional,Manitoba,Knee Replacement,50th Percentile,2019,Days,170
Regional,Manitoba,Knee Replacement,90th Percentile,2019,Days,361
Regional,Manitoba,Knee Replacement,Volume,2019,Number of cases,1031
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2019,Days,34
Provincial,Manitoba,Lung Cancer Surgery,90th Percentile,2019,Days,58
Provincial,Manitoba,Lung Cancer Surgery,Volume,2019,Number of cases,163
Provincial,Manitoba,MRI Scan,50th Percentile,2019,Days,55
Provincial,Manitoba,MRI Scan,90th Percentile,2019,Days,133
Provincial,Manitoba,MRI Scan,Volume,2019,Number of cases,37810
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2019,Days,n/a
Provincial,Manitoba,Prostate Cancer Surgery,90th Percentile,2019,Days,n/a
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2019,Number of cases,n/a
Provincial,Manitoba,Radiation Therapy,% Meeting Benchmark,2019,Proportion,100
Provincial,Manitoba,Radiation Therapy,50th Percentile,2019,Days,9
Provincial,Manitoba,Radiation Therapy,90th Percentile,2019,Days,26
Provincial,Manitoba,Radiation Therapy,Volume,2019,Number of cases,1804
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2019,Days,25
Provincial,New Brunswick,Bladder Cancer Surgery,90th Percentile,2019,Days,73
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2019,Number of cases,251
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2019,Days,20
Provincial,New Brunswick,Breast Cancer Surgery,90th Percentile,2019,Days,48
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2019,Number of cases,333
Provincial,New Brunswick,CABG,50th Percentile,2019,Days,8
Provincial,New Brunswick,CABG,90th Percentile,2019,Days,148
Provincial,New Brunswick,CABG,Volume,2019,Number of cases,215
Provincial,New Brunswick,Cataract Surgery,% Meeting Benchmark,2019,Proportion,66
Provincial,New Brunswick,Cataract Surgery,50th Percentile,2019,Days,70
Provincial,New Brunswick,Cataract Surgery,90th Percentile,2019,Days,226
Provincial,New Brunswick,Cataract Surgery,Volume,2019,Number of cases,5908
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2019,Days,22
Provincial,New Brunswick,Colorectal Cancer Surgery,90th Percentile,2019,Days,48
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2019,Number of cases,212
Provincial,New Brunswick,CT Scan,50th Percentile,2019,Days,n/a
Provincial,New Brunswick,CT Scan,90th Percentile,2019,Days,n/a
Provincial,New Brunswick,CT Scan,Volume,2019,Number of cases,n/a
Provincial,New Brunswick,Hip Fracture Repair,% Meeting Benchmark,2019,Proportion,89
Provincial,New Brunswick,Hip Fracture Repair,50th Percentile,2019,Hours,18
Provincial,New Brunswick,Hip Fracture Repair,90th Percentile,2019,Hours,49
Provincial,New Brunswick,Hip Fracture Repair,Volume,2019,Number of cases,436
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2019,Proportion,n/a
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,n/a
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2019,Hours,n/a
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,n/a
Provincial,New Brunswick,Hip Replacement,% Meeting Benchmark,2019,Proportion,48
Provincial,New Brunswick,Hip Replacement,50th Percentile,2019,Days,195
Provincial,New Brunswick,Hip Replacement,90th Percentile,2019,Days,378
Provincial,New Brunswick,Hip Replacement,Volume,2019,Number of cases,532
Regional,New Brunswick,Hip Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,New Brunswick,Hip Replacement,50th Percentile,2019,Days,n/a
Regional,New Brunswick,Hip Replacement,90th Percentile,2019,Days,n/a
Regional,New Brunswick,Hip Replacement,Volume,2019,Number of cases,n/a
Regional,New Brunswick,Hip Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,New Brunswick,Hip Replacement,50th Percentile,2019,Days,n/a
Regional,New Brunswick,Hip Replacement,90th Percentile,2019,Days,n/a
Regional,New Brunswick,Hip Replacement,Volume,2019,Number of cases,n/a
Regional,New Brunswick,Hip Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,New Brunswick,Hip Replacement,50th Percentile,2019,Days,n/a
Regional,New Brunswick,Hip Replacement,90th Percentile,2019,Days,n/a
Regional,New Brunswick,Hip Replacement,Volume,2019,Number of cases,n/a
Regional,New Brunswick,Hip Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,New Brunswick,Hip Replacement,50th Percentile,2019,Days,n/a
Regional,New Brunswick,Hip Replacement,90th Percentile,2019,Days,n/a
Regional,New Brunswick,Hip Replacement,Volume,2019,Number of cases,n/a
Regional,New Brunswick,Hip Replacement,% Meeting Benchmark,2019,Proportion,36
Regional,New Brunswick,Hip Replacement,50th Percentile,2019,Days,237
Regional,New Brunswick,Hip Replacement,90th Percentile,2019,Days,411
Regional,New Brunswick,Hip Replacement,Volume,2019,Number of cases,349
Regional,New Brunswick,Hip Replacement,% Meeting Benchmark,2019,Proportion,72
Regional,New Brunswick,Hip Replacement,50th Percentile,2019,Days,114
Regional,New Brunswick,Hip Replacement,90th Percentile,2019,Days,247
Regional,New Brunswick,Hip Replacement,Volume,2019,Number of cases,183
Provincial,New Brunswick,Knee Replacement,% Meeting Benchmark,2019,Proportion,44
Provincial,New Brunswick,Knee Replacement,50th Percentile,2019,Days,197
Provincial,New Brunswick,Knee Replacement,90th Percentile,2019,Days,485
Provincial,New Brunswick,Knee Replacement,Volume,2019,Number of cases,938
Regional,New Brunswick,Knee Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,New Brunswick,Knee Replacement,50th Percentile,2019,Days,n/a
Regional,New Brunswick,Knee Replacement,90th Percentile,2019,Days,n/a
Regional,New Brunswick,Knee Replacement,Volume,2019,Number of cases,n/a
Regional,New Brunswick,Knee Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,New Brunswick,Knee Replacement,50th Percentile,2019,Days,n/a
Regional,New Brunswick,Knee Replacement,90th Percentile,2019,Days,n/a
Regional,New Brunswick,Knee Replacement,Volume,2019,Number of cases,n/a
Regional,New Brunswick,Knee Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,New Brunswick,Knee Replacement,50th Percentile,2019,Days,n/a
Regional,New Brunswick,Knee Replacement,90th Percentile,2019,Days,n/a
Regional,New Brunswick,Knee Replacement,Volume,2019,Number of cases,n/a
Regional,New Brunswick,Knee Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,New Brunswick,Knee Replacement,50th Percentile,2019,Days,n/a
Regional,New Brunswick,Knee Replacement,90th Percentile,2019,Days,n/a
Regional,New Brunswick,Knee Replacement,Volume,2019,Number of cases,n/a
Regional,New Brunswick,Knee Replacement,% Meeting Benchmark,2019,Proportion,32
Regional,New Brunswick,Knee Replacement,50th Percentile,2019,Days,273
Regional,New Brunswick,Knee Replacement,90th Percentile,2019,Days,584
Regional,New Brunswick,Knee Replacement,Volume,2019,Number of cases,605
Regional,New Brunswick,Knee Replacement,% Meeting Benchmark,2019,Proportion,67
Regional,New Brunswick,Knee Replacement,50th Percentile,2019,Days,144
Regional,New Brunswick,Knee Replacement,90th Percentile,2019,Days,302
Regional,New Brunswick,Knee Replacement,Volume,2019,Number of cases,333
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2019,Days,33
Provincial,New Brunswick,Lung Cancer Surgery,90th Percentile,2019,Days,67
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2019,Number of cases,71
Provincial,New Brunswick,MRI Scan,50th Percentile,2019,Days,n/a
Provincial,New Brunswick,MRI Scan,90th Percentile,2019,Days,n/a
Provincial,New Brunswick,MRI Scan,Volume,2019,Number of cases,n/a
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2019,Days,31
Provincial,New Brunswick,Prostate Cancer Surgery,90th Percentile,2019,Days,71
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2019,Number of cases,84
Provincial,New Brunswick,Radiation Therapy,% Meeting Benchmark,2019,Proportion,93
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2019,Days,12
Provincial,New Brunswick,Radiation Therapy,90th Percentile,2019,Days,27
Provincial,New Brunswick,Radiation Therapy,Volume,2019,Number of cases,1048
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2019,Days,21
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,90th Percentile,2019,Days,41
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2019,Number of cases,108
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2019,Days,16
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,90th Percentile,2019,Days,35
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2019,Number of cases,220
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2019,Days,9
Provincial,Newfoundland and Labrador,CABG,90th Percentile,2019,Days,149
Provincial,Newfoundland and Labrador,CABG,Volume,2019,Number of cases,182
Provincial,Newfoundland and Labrador,Cataract Surgery,% Meeting Benchmark,2019,Proportion,63
Provincial,Newfoundland and Labrador,Cataract Surgery,50th Percentile,2019,Days,95
Provincial,Newfoundland and Labrador,Cataract Surgery,90th Percentile,2019,Days,209
Provincial,Newfoundland and Labrador,Cataract Surgery,Volume,2019,Number of cases,1263
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2019,Days,15
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,90th Percentile,2019,Days,35
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2019,Number of cases,177
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2019,Days,n/a
Provincial,Newfoundland and Labrador,CT Scan,90th Percentile,2019,Days,n/a
Provincial,Newfoundland and Labrador,CT Scan,Volume,2019,Number of cases,37795
Provincial,Newfoundland and Labrador,Hip Fracture Repair,% Meeting Benchmark,2019,Proportion,85
Provincial,Newfoundland and Labrador,Hip Fracture Repair,50th Percentile,2019,Hours,21
Provincial,Newfoundland and Labrador,Hip Fracture Repair,90th Percentile,2019,Hours,60
Provincial,Newfoundland and Labrador,Hip Fracture Repair,Volume,2019,Number of cases,247
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2019,Proportion,98
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,22
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2019,Hours,37
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,195
Provincial,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2019,Proportion,76
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2019,Days,113
Provincial,Newfoundland and Labrador,Hip Replacement,90th Percentile,2019,Days,229
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2019,Number of cases,303
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2019,Proportion,94
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2019,Days,99
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2019,Days,157
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2019,Number of cases,44
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2019,Proportion,100
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2019,Days,75
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2019,Days,132
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2019,Number of cases,16
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2019,Days,n/a
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2019,Days,n/a
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2019,Number of cases,n/a
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2019,Days,n/a
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2019,Days,n/a
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2019,Number of cases,n/a
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2019,Proportion,100
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2019,Days,75
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2019,Days,150
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2019,Number of cases,44
Provincial,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2019,Proportion,72
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2019,Days,133
Provincial,Newfoundland and Labrador,Knee Replacement,90th Percentile,2019,Days,280
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2019,Number of cases,546
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2019,Proportion,96
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2019,Days,98
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2019,Days,169
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2019,Number of cases,95
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2019,Proportion,94
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2019,Days,90
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2019,Days,139
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2019,Number of cases,18
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2019,Days,n/a
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2019,Days,n/a
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2019,Number of cases,n/a
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2019,Proportion,n/a
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2019,Days,n/a
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2019,Days,n/a
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2019,Number of cases,n/a
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2019,Proportion,69
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2019,Days,124
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2019,Days,320
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2019,Number of cases,132
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2019,Days,20
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90th Percentile,2019,Days,41
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2019,Number of cases,45
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2019,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,90th Percentile,2019,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2019,Number of cases,8888
