reporting_level,province,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Quebec,Radiation Therapy,Volume,2023FY,Number of cases,30480.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2023FY,Days,20.0
Provincial,Saskatchewan,Bladder Cancer Surgery,90th Percentile,2023FY,Days,36.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2023FY,Number of cases,569.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2023FY,Days,22.0
Provincial,Saskatchewan,Breast Cancer Surgery,90th Percentile,2023FY,Days,56.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2023FY,Number of cases,1196.0
Provincial,Saskatchewan,CABG,50th Percentile,2023FY,Days,5.0
Provincial,Saskatchewan,CABG,90th Percentile,2023FY,Days,49.0
Provincial,Saskatchewan,CABG,Volume,2023FY,Number of cases,326.0
Provincial,Saskatchewan,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,69.4936345362305
Provincial,Saskatchewan,Cataract Surgery,50th Percentile,2023FY,Days,70.0
Provincial,Saskatchewan,Cataract Surgery,90th Percentile,2023FY,Days,200.0
Provincial,Saskatchewan,Cataract Surgery,Volume,2023FY,Number of cases,10447.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,20.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,38.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,413.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2023FY,Days,22.0
Provincial,Saskatchewan,CT Scan,90th Percentile,2023FY,Days,92.0
Provincial,Saskatchewan,CT Scan,Volume,2023FY,Number of cases,53416.0
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,46.757954087797
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2023FY,Days,212.0
Provincial,Saskatchewan,Hip Replacement,90th Percentile,2023FY,Days,592.0
Provincial,Saskatchewan,Hip Replacement,Volume,2023FY,Number of cases,2483.0
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,33.9972527472528
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2023FY,Days,307.0
Provincial,Saskatchewan,Knee Replacement,90th Percentile,2023FY,Days,674.0
Provincial,Saskatchewan,Knee Replacement,Volume,2023FY,Number of cases,4368.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2023FY,Days,22.5
Provincial,Saskatchewan,Lung Cancer Surgery,90th Percentile,2023FY,Days,41.5
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2023FY,Number of cases,160.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2023FY,Days,39.0
Provincial,Saskatchewan,MRI Scan,90th Percentile,2023FY,Days,260.0
Provincial,Saskatchewan,MRI Scan,Volume,2023FY,Number of cases,25954.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2023FY,Days,54.0
Provincial,Saskatchewan,Prostate Cancer Surgery,90th Percentile,2023FY,Days,120.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2023FY,Number of cases,281.0
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,98.38
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2023FY,Days,9.0
Provincial,Saskatchewan,Radiation Therapy,90th Percentile,2023FY,Days,20.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2023FY,Number of cases,2596.0
