reporting_level,province,region,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Manitoba,,Colorectal Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Manitoba,,Colorectal Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Manitoba,,CT Scan,50th Percentile,2022,Days,17.0
Provincial,Manitoba,,CT Scan,90th Percentile,2022,Days,97.0
Provincial,Manitoba,,CT Scan,Volume,2022,Number of cases,57825.0
Provincial,Manitoba,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,87.5239923224568
Provincial,Manitoba,,Hip Fracture Repair,50th Percentile,2022,Hours,20.3
Provincial,Manitoba,,Hip Fracture Repair,90th Percentile,2022,Hours,50.3
Provincial,Manitoba,,Hip Fracture Repair,Volume,2022,Number of cases,521.0
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,N/A
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,N/A
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,N/A
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,N/A
Provincial,Manitoba,,Hip Replacement,% Meeting Benchmark,2022,Proportion,43.0
Provincial,Manitoba,,Hip Replacement,50th Percentile,2022,Days,217.0
Provincial,Manitoba,,Hip Replacement,90th Percentile,2022,Days,549.0
Provincial,Manitoba,,Hip Replacement,Volume,2022,Number of cases,1050.0
Provincial,Manitoba,,Knee Replacement,% Meeting Benchmark,2022,Proportion,26.0
Provincial,Manitoba,,Knee Replacement,50th Percentile,2022,Days,336.0
Provincial,Manitoba,,Knee Replacement,90th Percentile,2022,Days,624.0
Provincial,Manitoba,,Knee Replacement,Volume,2022,Number of cases,1589.0
Provincial,Manitoba,,Lung Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,Manitoba,,Lung Cancer Surgery,90th Percentile,2022,Days,55.0
Provincial,Manitoba,,Lung Cancer Surgery,Volume,2022,Number of cases,115.0
Provincial,Manitoba,,MRI Scan,50th Percentile,2022,Days,99.0
Provincial,Manitoba,,MRI Scan,90th Percentile,2022,Days,174.0
Provincial,Manitoba,,MRI Scan,Volume,2022,Number of cases,19312.0
Provincial,Manitoba,,Prostate Cancer Surgery,50th Percentile,2022,Days,N/A
Provincial,Manitoba,,Prostate Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Manitoba,,Prostate Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Manitoba,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,100.0
Provincial,Manitoba,,Radiation Therapy,50th Percentile,2022,Days,17.0
Provincial,Manitoba,,Radiation Therapy,90th Percentile,2022,Days,25.0
Provincial,Manitoba,,Radiation Therapy,Volume,2022,Number of cases,1729.0
Provincial,New Brunswick,,Bladder Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,New Brunswick,,Bladder Cancer Surgery,90th Percentile,2022,Days,55.0
Provincial,New Brunswick,,Bladder Cancer Surgery,Volume,2022,Number of cases,242.0
Provincial,New Brunswick,,Breast Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,New Brunswick,,Breast Cancer Surgery,90th Percentile,2022,Days,47.0
Provincial,New Brunswick,,Breast Cancer Surgery,Volume,2022,Number of cases,339.0
Provincial,New Brunswick,,CABG,50th Percentile,2022,Days,9.0
Provincial,New Brunswick,,CABG,90th Percentile,2022,Days,141.0
Provincial,New Brunswick,,CABG,Volume,2022,Number of cases,217.0
Provincial,New Brunswick,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,62.0
Provincial,New Brunswick,,Cataract Surgery,50th Percentile,2022,Days,65.0
Provincial,New Brunswick,,Cataract Surgery,90th Percentile,2022,Days,299.0
Provincial,New Brunswick,,Cataract Surgery,Volume,2022,Number of cases,5698.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,50th Percentile,2022,Days,22.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,90th Percentile,2022,Days,54.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,Volume,2022,Number of cases,217.0
Provincial,New Brunswick,,CT Scan,50th Percentile,2022,Days,N/A
Provincial,New Brunswick,,CT Scan,90th Percentile,2022,Days,N/A
Provincial,New Brunswick,,CT Scan,Volume,2022,Number of cases,N/A
Provincial,New Brunswick,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,82.1759259259259
Provincial,New Brunswick,,Hip Fracture Repair,50th Percentile,2022,Hours,23.225
Provincial,New Brunswick,,Hip Fracture Repair,90th Percentile,2022,Hours,57.95
Provincial,New Brunswick,,Hip Fracture Repair,Volume,2022,Number of cases,432.0
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,N/A
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,N/A
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,N/A
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,N/A
Provincial,New Brunswick,,Hip Replacement,% Meeting Benchmark,2022,Proportion,38.0
Provincial,New Brunswick,,Hip Replacement,50th Percentile,2022,Days,232.0
Provincial,New Brunswick,,Hip Replacement,90th Percentile,2022,Days,491.0
Provincial,New Brunswick,,Hip Replacement,Volume,2022,Number of cases,563.0
Provincial,New Brunswick,,Knee Replacement,% Meeting Benchmark,2022,Proportion,28.0
Provincial,New Brunswick,,Knee Replacement,50th Percentile,2022,Days,260.0
Provincial,New Brunswick,,Knee Replacement,90th Percentile,2022,Days,615.0
Provincial,New Brunswick,,Knee Replacement,Volume,2022,Number of cases,820.0
Provincial,New Brunswick,,Lung Cancer Surgery,50th Percentile,2022,Days,33.0
Provincial,New Brunswick,,Lung Cancer Surgery,90th Percentile,2022,Days,62.0
Provincial,New Brunswick,,Lung Cancer Surgery,Volume,2022,Number of cases,77.0
Provincial,New Brunswick,,MRI Scan,50th Percentile,2022,Days,N/A
Provincial,New Brunswick,,MRI Scan,90th Percentile,2022,Days,N/A
Provincial,New Brunswick,,MRI Scan,Volume,2022,Number of cases,N/A
Provincial,New Brunswick,,Prostate Cancer Surgery,50th Percentile,2022,Days,47.0
Provincial,New Brunswick,,Prostate Cancer Surgery,90th Percentile,2022,Days,115.0
Provincial,New Brunswick,,Prostate Cancer Surgery,Volume,2022,Number of cases,76.0
Provincial,New Brunswick,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,97.9
Provincial,New Brunswick,,Radiation Therapy,50th Percentile,2022,Days,11.0
Provincial,New Brunswick,,Radiation Therapy,90th Percentile,2022,Days,21.0
Provincial,New Brunswick,,Radiation Therapy,Volume,2022,Number of cases,1144.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,90th Percentile,2022,Days,48.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,Volume,2022,Number of cases,117.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,90th Percentile,2022,Days,43.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,Volume,2022,Number of cases,220.0
Provincial,Newfoundland and Labrador,,CABG,50th Percentile,2022,Days,10.0
Provincial,Newfoundland and Labrador,,CABG,90th Percentile,2022,Days,192.0
Provincial,Newfoundland and Labrador,,CABG,Volume,2022,Number of cases,178.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,39.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,50th Percentile,2022,Days,151.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,90th Percentile,2022,Days,433.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,Volume,2022,Number of cases,1222.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,50th Percentile,2022,Days,16.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,90th Percentile,2022,Days,36.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,Volume,2022,Number of cases,179.0
Provincial,Newfoundland and Labrador,,CT Scan,50th Percentile,2022,Days,N/A
Provincial,Newfoundland and Labrador,,CT Scan,90th Percentile,2022,Days,N/A
Provincial,Newfoundland and Labrador,,CT Scan,Volume,2022,Number of cases,47204.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,88.0184331797235
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,50th Percentile,2022,Hours,20.5166666666667
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,90th Percentile,2022,Hours,56.5
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,Volume,2022,Number of cases,217.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,96.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,24.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,40.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,177.0
Provincial,Newfoundland and Labrador,,Hip Replacement,% Meeting Benchmark,2022,Proportion,45.0
Provincial,Newfoundland and Labrador,,Hip Replacement,50th Percentile,2022,Days,197.0
Provincial,Newfoundland and Labrador,,Hip Replacement,90th Percentile,2022,Days,505.0
Provincial,Newfoundland and Labrador,,Hip Replacement,Volume,2022,Number of cases,253.0
Provincial,Newfoundland and Labrador,,Knee Replacement,% Meeting Benchmark,2022,Proportion,36.0
Provincial,Newfoundland and Labrador,,Knee Replacement,50th Percentile,2022,Days,252.0
Provincial,Newfoundland and Labrador,,Knee Replacement,90th Percentile,2022,Days,552.0
Provincial,Newfoundland and Labrador,,Knee Replacement,Volume,2022,Number of cases,306.0
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,50th Percentile,2022,Days,15.0
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,90th Percentile,2022,Days,41.0
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,Volume,2022,Number of cases,29.0
Provincial,Newfoundland and Labrador,,MRI Scan,50th Percentile,2022,Days,N/A
Provincial,Newfoundland and Labrador,,MRI Scan,90th Percentile,2022,Days,N/A
Provincial,Newfoundland and Labrador,,MRI Scan,Volume,2022,Number of cases,9389.0
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,50th Percentile,2022,Days,29.0
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,90th Percentile,2022,Days,69.0
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,Volume,2022,Number of cases,71.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,94.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,50th Percentile,2022,Days,17.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,90th Percentile,2022,Days,26.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,Volume,2022,Number of cases,544.0
Provincial,Nova Scotia,,Bladder Cancer Surgery,50th Percentile,2022,Days,31.0
Provincial,Nova Scotia,,Bladder Cancer Surgery,90th Percentile,2022,Days,132.0
Provincial,Nova Scotia,,Bladder Cancer Surgery,Volume,2022,Number of cases,359.0
Provincial,Nova Scotia,,Breast Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,Nova Scotia,,Breast Cancer Surgery,90th Percentile,2022,Days,42.0
Provincial,Nova Scotia,,Breast Cancer Surgery,Volume,2022,Number of cases,474.0
Provincial,Nova Scotia,,CABG,50th Percentile,2022,Days,9.0
Provincial,Nova Scotia,,CABG,90th Percentile,2022,Days,94.0
Provincial,Nova Scotia,,CABG,Volume,2022,Number of cases,145.0
Provincial,Nova Scotia,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,56.0
Provincial,Nova Scotia,,Cataract Surgery,50th Percentile,2022,Days,98.0
Provincial,Nova Scotia,,Cataract Surgery,90th Percentile,2022,Days,293.0
Provincial,Nova Scotia,,Cataract Surgery,Volume,2022,Number of cases,4605.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,90th Percentile,2022,Days,50.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,Volume,2022,Number of cases,254.0
Provincial,Nova Scotia,,CT Scan,50th Percentile,2022,Days,31.0
Provincial,Nova Scotia,,CT Scan,90th Percentile,2022,Days,149.0
Provincial,Nova Scotia,,CT Scan,Volume,2022,Number of cases,37864.0
Provincial,Nova Scotia,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,85.3309481216458
Provincial,Nova Scotia,,Hip Fracture Repair,50th Percentile,2022,Hours,24.5666666666667
Provincial,Nova Scotia,,Hip Fracture Repair,90th Percentile,2022,Hours,54.9
Provincial,Nova Scotia,,Hip Fracture Repair,Volume,2022,Number of cases,559.0
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,N/A
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,N/A
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,N/A
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,N/A
Provincial,Nova Scotia,,Hip Replacement,% Meeting Benchmark,2022,Proportion,48.6
Provincial,Nova Scotia,,Hip Replacement,50th Percentile,2022,Days,191.0
Provincial,Nova Scotia,,Hip Replacement,90th Percentile,2022,Days,608.0
Provincial,Nova Scotia,,Hip Replacement,Volume,2022,Number of cases,745.0
Provincial,Nova Scotia,,Knee Replacement,% Meeting Benchmark,2022,Proportion,38.5
Provincial,Nova Scotia,,Knee Replacement,50th Percentile,2022,Days,225.0
Provincial,Nova Scotia,,Knee Replacement,90th Percentile,2022,Days,665.0
Provincial,Nova Scotia,,Knee Replacement,Volume,2022,Number of cases,980.0
Provincial,Nova Scotia,,Lung Cancer Surgery,50th Percentile,2022,Days,23.0
Provincial,Nova Scotia,,Lung Cancer Surgery,90th Percentile,2022,Days,71.0
Provincial,Nova Scotia,,Lung Cancer Surgery,Volume,2022,Number of cases,199.0
Provincial,Nova Scotia,,MRI Scan,50th Percentile,2022,Days,91.0
Provincial,Nova Scotia,,MRI Scan,90th Percentile,2022,Days,348.0
Provincial,Nova Scotia,,MRI Scan,Volume,2022,Number of cases,12679.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,50th Percentile,2022,Days,146.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,90th Percentile,2022,Days,219.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,Volume,2022,Number of cases,100.0
Provincial,Nova Scotia,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,78.0
Provincial,Nova Scotia,,Radiation Therapy,50th Percentile,2022,Days,19.0
Provincial,Nova Scotia,,Radiation Therapy,90th Percentile,2022,Days,39.0
Provincial,Nova Scotia,,Radiation Therapy,Volume,2022,Number of cases,1513.0
Provincial,Ontario,,Bladder Cancer Surgery,50th Percentile,2022,Days,27.0
Provincial,Ontario,,Bladder Cancer Surgery,90th Percentile,2022,Days,77.0
Provincial,Ontario,,Bladder Cancer Surgery,Volume,2022,Number of cases,5601.0
Provincial,Ontario,,Breast Cancer Surgery,50th Percentile,2022,Days,19.0
Provincial,Ontario,,Breast Cancer Surgery,90th Percentile,2022,Days,41.0
Provincial,Ontario,,Breast Cancer Surgery,Volume,2022,Number of cases,6719.0
Provincial,Ontario,,CABG,50th Percentile,2022,Days,8.0
Provincial,Ontario,,CABG,90th Percentile,2022,Days,62.9
Provincial,Ontario,,CABG,Volume,2022,Number of cases,3142.0
Provincial,Ontario,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,58.8370259846288
Provincial,Ontario,,Cataract Surgery,50th Percentile,2022,Days,87.0
Provincial,Ontario,,Cataract Surgery,90th Percentile,2022,Days,327.0
Provincial,Ontario,,Cataract Surgery,Volume,2022,Number of cases,71042.0
Provincial,Ontario,,Colorectal Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,Ontario,,Colorectal Cancer Surgery,90th Percentile,2022,Days,42.0
Provincial,Ontario,,Colorectal Cancer Surgery,Volume,2022,Number of cases,2451.0
Provincial,Ontario,,CT Scan,50th Percentile,2022,Days,8.0
Provincial,Ontario,,CT Scan,90th Percentile,2022,Days,71.0
Provincial,Ontario,,CT Scan,Volume,2022,Number of cases,518597.0
Provincial,Ontario,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,80.7755504436411
Provincial,Ontario,,Hip Fracture Repair,50th Percentile,2022,Hours,27.0666666666667
Provincial,Ontario,,Hip Fracture Repair,90th Percentile,2022,Hours,62.7833333333333
Provincial,Ontario,,Hip Fracture Repair,Volume,2022,Number of cases,6086.0
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,70.5808307858299
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,35.9
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,70.1833333333333
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,5561.0
Provincial,Ontario,,Hip Replacement,% Meeting Benchmark,2022,Proportion,71.834491340869
Provincial,Ontario,,Hip Replacement,50th Percentile,2022,Days,108.0
Provincial,Ontario,,Hip Replacement,90th Percentile,2022,Days,320.0
Provincial,Ontario,,Hip Replacement,Volume,2022,Number of cases,9643.0
Provincial,Ontario,,Knee Replacement,% Meeting Benchmark,2022,Proportion,67.8110736257194
Provincial,Ontario,,Knee Replacement,50th Percentile,2022,Days,117.0
Provincial,Ontario,,Knee Replacement,90th Percentile,2022,Days,370.0
Provincial,Ontario,,Knee Replacement,Volume,2022,Number of cases,15117.0
Provincial,Ontario,,Lung Cancer Surgery,50th Percentile,2022,Days,22.0
Provincial,Ontario,,Lung Cancer Surgery,90th Percentile,2022,Days,50.0
Provincial,Ontario,,Lung Cancer Surgery,Volume,2022,Number of cases,1470.0
Provincial,Ontario,,MRI Scan,50th Percentile,2022,Days,33.0
Provincial,Ontario,,MRI Scan,90th Percentile,2022,Days,151.0
Provincial,Ontario,,MRI Scan,Volume,2022,Number of cases,370029.0
Provincial,Ontario,,Prostate Cancer Surgery,50th Percentile,2022,Days,48.0
Provincial,Ontario,,Prostate Cancer Surgery,90th Percentile,2022,Days,121.0
Provincial,Ontario,,Prostate Cancer Surgery,Volume,2022,Number of cases,1194.0
Provincial,Ontario,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,98.32
Provincial,Ontario,,Radiation Therapy,50th Percentile,2022,Days,9.8
Provincial,Ontario,,Radiation Therapy,90th Percentile,2022,Days,16.8
Provincial,Ontario,,Radiation Therapy,Volume,2022,Number of cases,17068.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,50th Percentile,2022,Days,22.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,90th Percentile,2022,Days,60.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,Volume,2022,Number of cases,31.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,50th Percentile,2022,Days,16.5
Provincial,Prince Edward Island,,Breast Cancer Surgery,90th Percentile,2022,Days,37.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,Volume,2022,Number of cases,64.0
Provincial,Prince Edward Island,,CABG,50th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,,CABG,90th Percentile,2022,Days,N/A
